Frequency_Hz	Magnitude_Ohms	Phase_Degrees
2136.908	1.315399	-4.429807
2137.703	1.320458	-4.431463
2138.499	1.306166	-4.439605
2139.295	1.31335	-4.454158
2140.09	1.322761	-4.4516
2140.886	1.31602	-4.452542
2141.681	1.30325	-4.452911
2142.477	1.317846	-4.451706
2143.273	1.307368	-4.455823
2144.068	1.305667	-4.461595
2144.864	1.299432	-4.45742
2145.66	1.295378	-4.457051
2146.455	1.29611	-4.480264
2147.251	1.301209	-4.468513
2148.047	1.290434	-4.466872
2148.842	1.284596	-4.472942
2149.638	1.28995	-4.468879
2150.434	1.271073	-4.45806
2151.229	1.266916	-4.46933
2152.025	1.272594	-4.470708
2152.821	1.266565	-4.461072
2153.616	1.25967	-4.464678
2154.412	1.258975	-4.463357
2155.207	1.251728	-4.458121
2156.003	1.243845	-4.453871
2156.799	1.242323	-4.453245
2157.594	1.233543	-4.453778
2158.39	1.229746	-4.452884
2159.186	1.229907	-4.446964
2159.981	1.231294	-4.44514
2160.777	1.228223	-4.444082
2161.573	1.224502	-4.436306
2162.368	1.224436	-4.430505
2163.164	1.217648	-4.426341
2163.96	1.216313	-4.419446
2164.755	1.214445	-4.404715
2165.551	1.209391	-4.407636
2166.347	1.213858	-4.404752
2167.142	1.214259	-4.387037
2167.938	1.211686	-4.383508
2168.733	1.216495	-4.384889
2169.529	1.214192	-4.379216
2170.325	1.212541	-4.371477
2171.12	1.223636	-4.366044
2171.916	1.219795	-4.360105
2172.712	1.21977	-4.357625
2173.507	1.228587	-4.356411
2174.303	1.237879	-4.351591
2175.099	1.234635	-4.345144
2175.894	1.245757	-4.355364
2176.69	1.256177	-4.345786
2177.486	1.247355	-4.340318
2178.281	1.245372	-4.355136
2179.077	1.268659	-4.348625
2179.873	1.257858	-4.336703
2180.668	1.255522	-4.341169
2181.464	1.263192	-4.346906
2182.259	1.266665	-4.329483
2183.055	1.267842	-4.335266
2183.851	1.278918	-4.336398
2184.646	1.282629	-4.334555
2185.442	1.277553	-4.340758
2186.238	1.28959	-4.352698
2187.033	1.285403	-4.348028
2187.829	1.282106	-4.34537
2188.625	1.288341	-4.352967
2189.42	1.291052	-4.354858
2190.216	1.278796	-4.35839
2191.012	1.290057	-4.357551
2191.807	1.292952	-4.372754
2192.603	1.284701	-4.361514
2193.399	1.29195	-4.363029
2194.194	1.28462	-4.3644
2194.99	1.282899	-4.367921
2195.785	1.277206	-4.361173
2196.581	1.282453	-4.363417
2197.377	1.284106	-4.371597
2198.172	1.281002	-4.367448
2198.968	1.275945	-4.374104
2199.764	1.28274	-4.379173
2200.559	1.286808	-4.381892
2201.355	1.280557	-4.380198
2202.151	1.283487	-4.382043
2202.946	1.284236	-4.381494
2203.742	1.280725	-4.388607
2204.538	1.273756	-4.386928
2205.333	1.281126	-4.386128
2206.129	1.276664	-4.398402
2206.925	1.264753	-4.40052
2207.72	1.269	-4.393426
2208.516	1.266089	-4.404126
2209.311	1.254147	-4.410009
2210.107	1.249118	-4.412096
2210.903	1.252128	-4.412973
2211.698	1.247253	-4.418926
2212.494	1.230833	-4.425139
2213.29	1.230586	-4.417225
2214.085	1.226024	-4.420622
2214.881	1.211783	-4.423264
2215.677	1.212205	-4.4328
2216.472	1.212122	-4.42257
2217.268	1.194444	-4.415262
2218.064	1.179591	-4.417792
2218.859	1.179435	-4.410485
2219.655	1.158796	-4.406311
2220.451	1.147939	-4.410735
2221.246	1.151311	-4.410988
2222.042	1.144383	-4.396654
2222.837	1.128376	-4.401796
2223.633	1.127445	-4.389478
2224.429	1.124426	-4.375524
2225.224	1.109077	-4.369239
2226.02	1.110128	-4.358552
2226.816	1.10171	-4.353136
2227.611	1.092291	-4.348869
2228.407	1.087593	-4.340585
2229.203	1.085574	-4.326168
2229.998	1.091205	-4.315961
2230.794	1.087086	-4.305237
2231.59	1.084128	-4.302044
2232.385	1.084999	-4.297684
2233.181	1.0823	-4.286775
2233.976	1.07822	-4.280773
2234.772	1.081465	-4.273182
2235.568	1.077729	-4.259498
2236.363	1.074261	-4.255822
2237.159	1.078913	-4.25065
2237.955	1.074709	-4.231903
2238.75	1.070742	-4.22748
2239.546	1.07472	-4.215874
2240.342	1.07714	-4.201007
2241.137	1.073487	-4.189412
2241.933	1.081168	-4.18083
2242.729	1.081175	-4.15867
2243.524	1.092977	-4.152343
2244.32	1.09445	-4.153
2245.116	1.09441	-4.141079
2245.911	1.101015	-4.131417
2246.707	1.11351	-4.123617
2247.502	1.116996	-4.121895
2248.298	1.121268	-4.109929
2249.094	1.132561	-4.103408
2249.889	1.134819	-4.10039
2250.685	1.141194	-4.098061
2251.481	1.145417	-4.091913
2252.276	1.166145	-4.081032
2253.072	1.178638	-4.083486
2253.868	1.179544	-4.078897
2254.663	1.187064	-4.063348
2255.459	1.200671	-4.062672
2256.255	1.203239	-4.069613
2257.05	1.197427	-4.070832
2257.846	1.212335	-4.057521
2258.642	1.237164	-4.058481
2259.437	1.232719	-4.063952
2260.233	1.23701	-4.051064
2261.028	1.250233	-4.042019
2261.824	1.262704	-4.049124
2262.62	1.259099	-4.057387
2263.415	1.276287	-4.045514
2264.211	1.29202	-4.051485
2265.007	1.308382	-4.057688
2265.802	1.325505	-4.061335
2266.598	1.322137	-4.055689
2267.394	1.334647	-4.060887
2268.189	1.352864	-4.069978
2268.985	1.356681	-4.070012
2269.781	1.361132	-4.081163
2270.576	1.375726	-4.089149
2271.372	1.382187	-4.096431
2272.168	1.378667	-4.111882
2272.963	1.384997	-4.118279
2273.759	1.396432	-4.118242
2274.554	1.396734	-4.132388
2275.35	1.4032	-4.153327
2276.146	1.408635	-4.160654
2276.941	1.410212	-4.172474
2277.737	1.407901	-4.191966
2278.533	1.411468	-4.196836
2279.328	1.40234	-4.207338
2280.124	1.400034	-4.218735
2280.92	1.405243	-4.227382
2281.715	1.396911	-4.232648
2282.511	1.388143	-4.245078
2283.307	1.395073	-4.25408
2284.102	1.380332	-4.254358
2284.898	1.362053	-4.265574
2285.694	1.363006	-4.281631
2286.489	1.360539	-4.284523
2287.285	1.353882	-4.290373
2288.08	1.356504	-4.304265
2288.876	1.349707	-4.304495
2289.672	1.331927	-4.308937
2290.467	1.316247	-4.312165
2291.263	1.310766	-4.311924
2292.059	1.299618	-4.319952
2292.854	1.279894	-4.327851
2293.65	1.270544	-4.322318
2294.446	1.274638	-4.327565
2295.241	1.260635	-4.3291
2296.037	1.242236	-4.322125
2296.833	1.238382	-4.313401
2297.628	1.235275	-4.311754
2298.424	1.21041	-4.317662
2299.22	1.204927	-4.311439
2300.015	1.203335	-4.302628
2300.811	1.198187	-4.301163
2301.606	1.183928	-4.308373
2302.402	1.168479	-4.283735
2303.198	1.168644	-4.280363
2303.993	1.162759	-4.289776
2304.789	1.154426	-4.276146
2305.585	1.138054	-4.268429
2306.38	1.146	-4.260606
2307.176	1.142342	-4.251231
2307.972	1.116176	-4.240103
2308.767	1.120332	-4.224467
2309.563	1.1229	-4.208041
2310.359	1.113885	-4.214573
2311.154	1.109037	-4.215692
2311.95	1.108059	-4.185372
2312.745	1.119704	-4.176869
2313.541	1.117975	-4.177531
2314.337	1.1102	-4.159546
2315.132	1.099988	-4.148162
2315.928	1.118358	-4.141333
2316.724	1.128918	-4.136975
2317.519	1.113604	-4.117521
2318.315	1.127013	-4.10627
2319.111	1.139596	-4.095395
2319.906	1.143556	-4.092836
2320.702	1.140847	-4.093026
2321.498	1.149387	-4.073391
2322.293	1.167619	-4.079311
2323.089	1.168914	-4.076238
2323.885	1.168751	-4.070884
2324.68	1.16811	-4.06659
2325.476	1.185858	-4.059137
2326.271	1.188632	-4.065404
2327.067	1.195153	-4.066354
2327.863	1.19931	-4.049146
2328.658	1.201902	-4.041143
2329.454	1.224196	-4.047944
2330.25	1.228403	-4.044557
2331.045	1.22435	-4.04452
2331.841	1.244435	-4.053313
2332.637	1.264022	-4.048949
2333.432	1.262612	-4.057656
2334.228	1.260065	-4.063815
2335.024	1.267391	-4.044291
2335.819	1.279233	-4.048388
2336.615	1.282892	-4.069409
2337.411	1.284282	-4.073678
2338.206	1.289176	-4.076457
2339.002	1.313415	-4.076372
2339.797	1.323588	-4.090516
2340.593	1.313362	-4.085689
2341.389	1.314312	-4.091906
2342.184	1.332516	-4.098466
2342.98	1.334943	-4.112531
2343.776	1.322996	-4.138181
2344.571	1.328218	-4.128969
2345.367	1.327643	-4.13126
2346.163	1.329075	-4.155891
2346.958	1.327921	-4.166649
2347.754	1.301138	-4.169568
2348.55	1.31285	-4.174507
2349.345	1.320171	-4.183324
2350.141	1.303362	-4.198226
2350.937	1.297453	-4.191815
2351.732	1.2893	-4.183837
2352.528	1.297311	-4.198403
2353.323	1.296971	-4.219842
2354.119	1.265664	-4.214609
2354.915	1.271193	-4.209773
2355.71	1.272602	-4.218549
2356.506	1.265579	-4.229262
2357.302	1.250732	-4.245289
2358.097	1.228682	-4.221545
2358.893	1.23705	-4.227699
2359.689	1.230556	-4.239796
2360.484	1.221326	-4.23901
2361.28	1.194217	-4.234633
2362.076	1.20066	-4.21327
2362.871	1.204148	-4.232353
2363.667	1.177828	-4.231235
2364.463	1.167496	-4.219609
2365.258	1.163061	-4.21115
2366.054	1.174375	-4.212231
2366.849	1.153846	-4.2252
2367.645	1.133209	-4.206069
2368.441	1.13403	-4.197167
2369.236	1.137495	-4.195432
2370.032	1.141455	-4.183928
2370.828	1.128177	-4.181618
2371.623	1.128509	-4.172723
2372.419	1.138262	-4.165796
2373.215	1.12693	-4.172366
2374.01	1.129487	-4.178565
2374.806	1.123303	-4.165775
2375.602	1.113608	-4.154267
2376.397	1.1174	-4.162416
2377.193	1.107421	-4.155675
2377.989	1.099336	-4.147411
2378.784	1.100599	-4.146253
2379.58	1.102606	-4.135647
2380.375	1.099634	-4.136128
2381.171	1.0946	-4.128266
2381.967	1.088492	-4.116145
2382.762	1.083465	-4.114966
2383.558	1.089805	-4.107531
2384.354	1.087833	-4.106676
2385.149	1.08534	-4.101097
2385.945	1.09	-4.091178
2386.741	1.085735	-4.088646
2387.536	1.086152	-4.078668
2388.332	1.087374	-4.075446
2389.128	1.080494	-4.067215
2389.923	1.082802	-4.064659
2390.719	1.086181	-4.062975
2391.515	1.089323	-4.055015
2392.31	1.088456	-4.049421
2393.106	1.092772	-4.035557
2393.901	1.100247	-4.039278
2394.697	1.10049	-4.039476
2395.493	1.102922	-4.030142
2396.288	1.097882	-4.028491
2397.084	1.0962	-4.027905
2397.88	1.100271	-4.028038
2398.675	1.089243	-4.021332
2399.471	1.098961	-4.010695
2400.267	1.110708	-4.002908
2401.062	1.108145	-3.992831
2401.858	1.105047	-3.988729
2402.654	1.111681	-3.982758
2403.449	1.112368	-3.988504
2404.245	1.119809	-3.987172
2405.04	1.124847	-3.982711
2405.836	1.124195	-3.972613
2406.632	1.141018	-3.965028
2407.427	1.14707	-3.967927
2408.223	1.141811	-3.96945
2409.019	1.152357	-3.969296
2409.814	1.159288	-3.966885
2410.61	1.16827	-3.973117
2411.406	1.168092	-3.974511
2412.201	1.166778	-3.968441
2412.997	1.173814	-3.962672
2413.793	1.184068	-3.958444
2414.588	1.185161	-3.969078
2415.384	1.180057	-3.964918
2416.18	1.187466	-3.959626
2416.975	1.194349	-3.962949
2417.771	1.198905	-3.974183
2418.566	1.201572	-3.976688
2419.362	1.212944	-3.977947
2420.158	1.215652	-3.974251
2420.953	1.222021	-3.971942
2421.749	1.213453	-3.985264
2422.545	1.213254	-3.988684
2423.34	1.220848	-3.996865
2424.136	1.224873	-3.99346
2424.932	1.237098	-4.001099
2425.727	1.230196	-4.00141
2426.523	1.221081	-4.008778
2427.319	1.22679	-4.014414
2428.114	1.236765	-4.0183
2428.91	1.238309	-4.035866
2429.706	1.225427	-4.039424
2430.501	1.222277	-4.021749
2431.297	1.223888	-4.03331
2432.092	1.214384	-4.044266
2432.888	1.20398	-4.046887
2433.684	1.193382	-4.053912
2434.479	1.19807	-4.044768
2435.275	1.202871	-4.052087
2436.071	1.190871	-4.061502
2436.866	1.176441	-4.047446
2437.662	1.174672	-4.04218
2438.458	1.177175	-4.047931
2439.253	1.179069	-4.049066
2440.049	1.165832	-4.049911
2440.845	1.161548	-4.039477
2441.64	1.166608	-4.042002
2442.436	1.16043	-4.053528
2443.232	1.161084	-4.05305
2444.027	1.153211	-4.046857
2444.823	1.148172	-4.030758
2445.618	1.154256	-4.033802
2446.414	1.140163	-4.038991
2447.21	1.133815	-4.028524
2448.005	1.137178	-4.025812
2448.801	1.140617	-4.022226
2449.597	1.139033	-4.020359
2450.392	1.12901	-4.020019
2451.188	1.130036	-4.011178
2451.984	1.135548	-4.011444
2452.779	1.129389	-4.011655
2453.575	1.124545	-4.005975
2454.371	1.118726	-4.005351
2455.166	1.121234	-3.997387
2455.962	1.124357	-3.992745
2456.758	1.113543	-4.000794
2457.553	1.115239	-3.985789
2458.349	1.118769	-3.979504
2459.144	1.111499	-3.973257
2459.94	1.124992	-3.970025
2460.736	1.115981	-3.969518
2461.531	1.115999	-3.958756
2462.327	1.132679	-3.963272
2463.123	1.136956	-3.958238
2463.918	1.137499	-3.958211
2464.714	1.134914	-3.953961
2465.51	1.142548	-3.942442
2466.305	1.147921	-3.952563
2467.101	1.151014	-3.959598
2467.897	1.152239	-3.951297
2468.692	1.151858	-3.948142
2469.488	1.151661	-3.946803
2470.284	1.157829	-3.951581
2471.079	1.160244	-3.960936
2471.875	1.158452	-3.955856
2472.67	1.161125	-3.949748
2473.466	1.160323	-3.954031
2474.262	1.157617	-3.952568
2475.057	1.157715	-3.953882
2475.853	1.155459	-3.957305
2476.649	1.160341	-3.947449
2477.444	1.16006	-3.949022
2478.24	1.160949	-3.949782
2479.036	1.163337	-3.955512
2479.831	1.15043	-3.951004
2480.627	1.159178	-3.950825
2481.423	1.160211	-3.954829
2482.218	1.15466	-3.944607
2483.014	1.159481	-3.954201
2483.809	1.149059	-3.955153
2484.605	1.152852	-3.943332
2485.401	1.16393	-3.952217
2486.196	1.156879	-3.936695
2486.992	1.154551	-3.940795
2487.788	1.148349	-3.946665
2488.583	1.158951	-3.928889
2489.379	1.159198	-3.937975
2490.175	1.156371	-3.932647
2490.97	1.164296	-3.937974
2491.766	1.151936	-3.934308
2492.562	1.158755	-3.915829
2493.357	1.164822	-3.929415
2494.153	1.157367	-3.927824
2494.949	1.171487	-3.920373
2495.744	1.162207	-3.926367
2496.54	1.163512	-3.912196
2497.335	1.181936	-3.922969
2498.131	1.163989	-3.926229
2498.927	1.173214	-3.918897
2499.722	1.179196	-3.918126
2500.518	1.180822	-3.905005
2501.314	1.192547	-3.915628
2502.109	1.178216	-3.915963
2502.905	1.181833	-3.909014
2503.701	1.186931	-3.912664
2504.496	1.191688	-3.898106
2505.292	1.198165	-3.908249
2506.088	1.187273	-3.912531
2506.883	1.195393	-3.894427
2507.679	1.207366	-3.905297
2508.475	1.209639	-3.905995
2509.27	1.216789	-3.903315
2510.066	1.215533	-3.914697
2510.861	1.223897	-3.906354
2511.657	1.232489	-3.907547
2512.453	1.229229	-3.924833
2513.248	1.231374	-3.920262
2514.044	1.228345	-3.918319
2514.84	1.235912	-3.923768
2515.635	1.254069	-3.929019
2516.431	1.247151	-3.939563
2517.227	1.247115	-3.93933
2518.022	1.257421	-3.93819
2518.818	1.248998	-3.943548
2519.614	1.260503	-3.949329
2520.409	1.260172	-3.96181
2521.205	1.244209	-3.957811
2522.001	1.259622	-3.955397
2522.796	1.262859	-3.976466
2523.592	1.248757	-3.972361
2524.387	1.255882	-3.973258
2525.183	1.253023	-3.982684
2525.979	1.256805	-3.977007
2526.774	1.257055	-3.989846
2527.57	1.250759	-3.991435
2528.366	1.254973	-3.994401
2529.161	1.252961	-4.001584
2529.957	1.266592	-4.001975
2530.753	1.268103	-4.010806
2531.548	1.255236	-4.016634
2532.344	1.255463	-4.011445
2533.14	1.250226	-4.025986
2533.935	1.255144	-4.038938
2534.731	1.262272	-4.043338
2535.527	1.249392	-4.049344
2536.322	1.244634	-4.048117
2537.118	1.247619	-4.052813
2537.913	1.244559	-4.073907
2538.709	1.234963	-4.082612
2539.505	1.232203	-4.083803
2540.3	1.219164	-4.087975
2541.096	1.207811	-4.085557
2541.892	1.198349	-4.097129
2542.687	1.18807	-4.091901
2543.483	1.193669	-4.087856
2544.279	1.188913	-4.091751
2545.074	1.18096	-4.091523
2545.87	1.18245	-4.099951
2546.666	1.17432	-4.105934
2547.461	1.171079	-4.103945
2548.257	1.171269	-4.105545
2549.053	1.159766	-4.112219
2549.848	1.157055	-4.119435
2550.644	1.151147	-4.123196
2551.439	1.13585	-4.123018
2552.235	1.131842	-4.133358
2553.031	1.125629	-4.134166
2553.826	1.117116	-4.138447
2554.622	1.102197	-4.142915
2555.418	1.091932	-4.139037
2556.213	1.080991	-4.143101
2557.009	1.070906	-4.143783
2557.805	1.05996	-4.130917
2558.6	1.047297	-4.127087
2559.396	1.04114	-4.122612
2560.192	1.028511	-4.109805
2560.987	1.019292	-4.107823
2561.783	1.014274	-4.107759
2562.579	1.001404	-4.098531
2563.374	0.997664	-4.087425
2564.17	0.9924712	-4.084149
2564.965	0.9853379	-4.069968
2565.761	0.9827471	-4.059539
2566.557	0.9768532	-4.062838
2567.352	0.978851	-4.052295
2568.148	0.9782791	-4.043847
2568.944	0.9766429	-4.035413
2569.739	0.9692913	-4.019809
2570.535	0.9663694	-4.02449
2571.331	0.9725979	-4.020111
2572.126	0.9719462	-4.009389
2572.922	0.9726959	-4.007967
2573.718	0.970981	-3.992181
2574.513	0.9682906	-3.987966
2575.309	0.9685115	-3.990988
2576.104	0.9704778	-3.97994
2576.9	0.9759313	-3.977707
2577.696	0.9711351	-3.976149
2578.491	0.9734203	-3.962864
2579.287	0.9782311	-3.960412
2580.083	0.9789649	-3.962891
2580.878	0.9860279	-3.953881
2581.674	0.9825918	-3.948925
2582.47	0.9813863	-3.943571
2583.265	0.9885903	-3.9428
2584.061	0.9856491	-3.938354
2584.857	0.9992291	-3.92812
2585.652	1.000317	-3.926657
2586.448	0.9907805	-3.925251
2587.244	1.00556	-3.92698
2588.039	1.006866	-3.924269
2588.835	1.002771	-3.921128
2589.63	1.017457	-3.923798
2590.426	1.017811	-3.914498
2591.222	1.013395	-3.911716
2592.017	1.023128	-3.919535
2592.813	1.029564	-3.91083
2593.609	1.03822	-3.914077
2594.404	1.044825	-3.918674
2595.2	1.042542	-3.918824
2595.996	1.052014	-3.927647
2596.791	1.059134	-3.926144
2597.587	1.060128	-3.924985
2598.383	1.070838	-3.928098
2599.178	1.064612	-3.93488
2599.974	1.059347	-3.942557
2600.77	1.073039	-3.945716
2601.565	1.074104	-3.954424
2602.361	1.076315	-3.957433
2603.156	1.075108	-3.969371
2603.952	1.073402	-3.974495
2604.748	1.073037	-3.975993
2605.543	1.066276	-3.993781
2606.339	1.064308	-3.998498
2607.135	1.06058	-4.002936
2607.93	1.05352	-4.016622
2608.726	1.049537	-4.013706
2609.522	1.047055	-4.021031
2610.317	1.032413	-4.028501
2611.113	1.023149	-4.03085
2611.909	1.016563	-4.037623
2612.704	1.006677	-4.035655
2613.5	0.9995499	-4.034711
2614.296	0.9900693	-4.038527
2615.091	0.9820241	-4.043845
2615.887	0.9805666	-4.046709
2616.682	0.9728637	-4.040682
2617.478	0.9634818	-4.036939
2618.274	0.9496628	-4.040605
2619.069	0.937723	-4.04136
2619.865	0.9350344	-4.038752
2620.661	0.9256062	-4.033803
2621.456	0.9196281	-4.029173
2622.252	0.9115827	-4.029381
2623.048	0.8997309	-4.024268
2623.843	0.8971116	-4.020141
2624.639	0.8921414	-4.018924
2625.435	0.8825932	-4.010426
2626.23	0.8806713	-4.005796
2627.026	0.8718925	-4.008845
2627.822	0.8624129	-4.001052
2628.617	0.8656835	-3.997678
2629.413	0.8535839	-3.990815
2630.208	0.8417098	-3.979637
2631.004	0.839166	-3.978755
2631.8	0.8312699	-3.970658
2632.595	0.827893	-3.962207
2633.391	0.823163	-3.955673
2634.187	0.8160648	-3.944167
2634.982	0.815647	-3.93648
2635.778	0.8131422	-3.933069
2636.574	0.8046357	-3.915067
2637.369	0.803819	-3.905738
2638.165	0.8013474	-3.905753
2638.961	0.8007195	-3.893168
2639.756	0.8058466	-3.890117
2640.552	0.8056917	-3.880616
2641.348	0.8012413	-3.861277
2642.143	0.8016516	-3.860001
2642.939	0.8027787	-3.85534
2643.734	0.8022131	-3.841381
2644.53	0.8052687	-3.834584
2645.326	0.806392	-3.822929
2646.121	0.8091735	-3.817183
2646.917	0.8117156	-3.816062
2647.713	0.8135966	-3.799297
2648.508	0.8140218	-3.788928
2649.304	0.8120834	-3.79145
2650.1	0.8200819	-3.784778
2650.895	0.8289264	-3.773642
2651.691	0.8327119	-3.768672
2652.487	0.8375479	-3.759006
2653.282	0.8411305	-3.748709
2654.078	0.8490792	-3.749882
2654.874	0.8571241	-3.744323
2655.669	0.8607511	-3.73354
2656.465	0.8675166	-3.735367
2657.26	0.8717615	-3.730601
2658.056	0.8854412	-3.719299
2658.852	0.9001901	-3.716315
2659.647	0.9095661	-3.719305
2660.443	0.9084566	-3.71626
2661.239	0.9143563	-3.71689
2662.034	0.9328473	-3.714561
2662.83	0.94881	-3.714128
2663.626	0.9599192	-3.721532
2664.421	0.9644442	-3.728273
2665.217	0.9669682	-3.736266
2666.013	0.9718227	-3.736463
2666.808	0.9782732	-3.73261
2667.604	0.984189	-3.738831
2668.399	0.9933656	-3.751068
2669.195	0.9958289	-3.756533
2669.991	1.001592	-3.764648
2670.786	1.009892	-3.77523
2671.582	1.009715	-3.778606
2672.378	1.016531	-3.790328
2673.173	1.017031	-3.805564
2673.969	1.007913	-3.80803
2674.765	1.011679	-3.815304
2675.56	1.014618	-3.825529
2676.356	1.01228	-3.831814
2677.152	1.004619	-3.844974
2677.947	0.9987518	-3.847732
2678.743	1.000752	-3.847773
2679.539	0.9882767	-3.862125
2680.334	0.9844904	-3.872775
2681.13	0.9882046	-3.876622
2681.925	0.9751586	-3.882105
2682.721	0.9676218	-3.880809
2683.517	0.9608308	-3.881979
2684.312	0.9536793	-3.89349
2685.108	0.9522181	-3.896508
2685.904	0.9404843	-3.896265
2686.699	0.9319604	-3.895915
2687.495	0.9331911	-3.893581
2688.291	0.9256651	-3.904225
2689.086	0.9134428	-3.902453
2689.882	0.9072056	-3.897401
2690.678	0.8968853	-3.903229
2691.473	0.8890967	-3.902431
2692.269	0.8893218	-3.900367
2693.065	0.8772235	-3.906853
2693.86	0.8698942	-3.904714
2694.656	0.8649618	-3.899775
2695.451	0.8514634	-3.899183
2696.247	0.8454028	-3.892872
2697.043	0.840261	-3.888423
2697.838	0.8313358	-3.887077
2698.634	0.8258108	-3.887578
2699.43	0.8173904	-3.88578
2700.225	0.8056325	-3.876025
2701.021	0.803872	-3.866969
2701.817	0.7991884	-3.865741
2702.612	0.7879204	-3.864375
2703.408	0.7839127	-3.857998
2704.204	0.7780892	-3.84853
2704.999	0.7748898	-3.841373
2705.795	0.7684154	-3.834705
2706.591	0.7612615	-3.825117
2707.386	0.7619461	-3.819742
2708.182	0.7579696	-3.810037
2708.977	0.7509547	-3.801956
2709.773	0.7486164	-3.80155
2710.569	0.7433919	-3.783895
2711.364	0.7411248	-3.765985
2712.16	0.7440419	-3.768055
2712.956	0.7387522	-3.760491
2713.751	0.7380059	-3.748589
2714.547	0.7357827	-3.745367
2715.343	0.7351614	-3.728295
2716.138	0.7437482	-3.718152
2716.934	0.7440254	-3.718151
2717.73	0.7461983	-3.702494
2718.525	0.7517167	-3.695362
2719.321	0.7510609	-3.694503
2720.117	0.7568679	-3.676058
2720.912	0.7634295	-3.666072
2721.708	0.7683024	-3.664202
2722.503	0.7784118	-3.651698
2723.299	0.7851611	-3.653349
2724.095	0.7841439	-3.660089
2724.89	0.7841466	-3.645553
2725.686	0.7966203	-3.639766
2726.482	0.8015391	-3.640849
2727.277	0.8083182	-3.630772
2728.073	0.8221792	-3.634466
2728.869	0.8217144	-3.640019
2729.664	0.8183734	-3.627184
2730.46	0.8266907	-3.621614
2731.256	0.8360884	-3.621294
2732.051	0.8467179	-3.615835
2732.847	0.8554681	-3.62347
2733.643	0.8535248	-3.628633
2734.438	0.851331	-3.621224
2735.234	0.8565935	-3.620575
2736.029	0.8637515	-3.615338
2736.825	0.8746182	-3.61233
2737.621	0.8850595	-3.621035
2738.416	0.8822725	-3.631244
2739.212	0.8767945	-3.625369
2740.008	0.8860551	-3.615362
2740.803	0.8944558	-3.618816
2741.599	0.8998953	-3.616619
2742.395	0.9131653	-3.622391
2743.19	0.9115003	-3.635639
2743.986	0.9019711	-3.6299
2744.782	0.909606	-3.632031
2745.577	0.9213591	-3.631909
2746.373	0.9279113	-3.629654
2747.168	0.9314711	-3.647641
2747.964	0.9274036	-3.648746
2748.76	0.9260399	-3.647854
2749.555	0.9310858	-3.659064
2750.351	0.9369489	-3.650272
2751.147	0.9430851	-3.648984
2751.942	0.9444852	-3.667032
2752.738	0.9373014	-3.676838
2753.534	0.9365223	-3.673072
2754.329	0.9417822	-3.672049
2755.125	0.9441191	-3.674855
2755.921	0.948379	-3.681638
2756.716	0.9445292	-3.694799
2757.512	0.940569	-3.691416
2758.308	0.9425913	-3.691009
2759.103	0.9442273	-3.704225
2759.899	0.9476016	-3.703596
2760.694	0.9468438	-3.707066
2761.49	0.9371682	-3.719502
2762.286	0.9271189	-3.715499
2763.081	0.9321708	-3.714639
2763.877	0.9373641	-3.727318
2764.673	0.927208	-3.730539
2765.468	0.9214806	-3.729588
2766.264	0.9137656	-3.739181
2767.06	0.9040816	-3.733107
2767.855	0.9097002	-3.725601
2768.651	0.9050481	-3.733249
2769.447	0.8947895	-3.732474
2770.242	0.9015011	-3.734576
2771.038	0.8974728	-3.73548
2771.834	0.887897	-3.725695
2772.629	0.8923683	-3.726426
2773.425	0.8902327	-3.735778
2774.22	0.8811915	-3.733074
2775.016	0.8865231	-3.727718
2775.812	0.8825551	-3.730757
2776.607	0.875428	-3.729601
2777.403	0.8817039	-3.727584
2778.199	0.8708384	-3.731627
2778.994	0.8659882	-3.725393
2779.79	0.8744886	-3.725371
2780.586	0.8688503	-3.726394
2781.381	0.8634252	-3.723469
2782.177	0.8611366	-3.728332
2782.973	0.8546747	-3.718484
2783.768	0.8589793	-3.717141
2784.564	0.8615757	-3.718583
2785.36	0.8588309	-3.710446
2786.155	0.8578872	-3.715314
2786.951	0.8520343	-3.714842
2787.746	0.8524085	-3.705725
2788.542	0.8577232	-3.709445
2789.338	0.8584318	-3.704822
2790.133	0.8557002	-3.698264
2790.929	0.8557131	-3.704941
2791.725	0.8591166	-3.703969
2792.52	0.8559324	-3.703941
2793.316	0.8550905	-3.704776
2794.112	0.8605129	-3.706064
2794.907	0.8554697	-3.707017
2795.703	0.8514581	-3.705323
2796.499	0.8611551	-3.707296
2797.294	0.8576501	-3.707336
2798.09	0.8516704	-3.709352
2798.886	0.8548806	-3.709677
2799.681	0.8457827	-3.707728
2800.477	0.8448671	-3.701956
2801.272	0.8603005	-3.700777
2802.068	0.8532579	-3.704597
2802.864	0.8465309	-3.699164
2803.659	0.8605313	-3.705187
2804.455	0.8518519	-3.711161
2805.251	0.8496803	-3.697705
2806.046	0.8630885	-3.699506
2806.842	0.8591154	-3.711514
2807.638	0.8543863	-3.710107
2808.433	0.8596499	-3.709864
2809.229	0.8562957	-3.714822
2810.025	0.8534811	-3.709706
2810.82	0.8584206	-3.708741
2811.616	0.8542316	-3.721059
2812.412	0.846861	-3.721118
2813.207	0.8521872	-3.715566
2814.003	0.8562244	-3.724517
2814.798	0.8479813	-3.72119
2815.594	0.8535811	-3.719559
2816.39	0.854501	-3.731911
2817.185	0.8439851	-3.730431
2817.981	0.8411724	-3.726507
